"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_mouse_KD","pathway_id_mouse_KO","pathway_id_mouse_het","pathway_name_mouse_KD","pathway_name_mouse_KO","pathway_name_mouse_het","NES_mouse_KD","padj_mouse_KD","signed_log10padj_mouse_KD","signed_log10padj_mouse_KO","signed_log10padj_mouse_het","significant_mouse_KD","significant_mouse_KO","significant_mouse_het","leading_edge_mouse_KD","delta_NES_KO_minus_het","delta_NES_KD_minus_het","delta_NES_KO_minus_KD","abs_delta_NES_KO_minus_het","abs_delta_NES_KD_minus_het","abs_delta_NES_KO_minus_KD","direction_pattern"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0014909","smooth muscle cell migration","either",0.05,"shared negative",-0.7293782290653,0.7293782290653,-1.00230757643975,-1.73168580550505,0.761975322137102,0.0172073191440456,"20304/12928/16398/18605/18591/22433/14673/68813/22003/14674/50706/17260/11421/238130/18133/15117/18844/18214/13653/20660/17886/20851/12305/22402/72508/18596/16009","11977/18791/211770/12389/16398/238871/18186/17869/14745/13653/67299/14673/12305/20563/22433/14083/17886/16195/20851/108058/22003/18442/18844/18787/238130/16009/18214/17260/18133/72508/20660/11421/50706/18605/22402/15117/18596","GO:0014909","GO:0014909","GO:0014909","smooth muscle cell migration","smooth muscle cell migration","smooth muscle cell migration",1.32882922233816,0.319140629236392,0.496017903014447,-1.76428678636268,-0.118059093795874,FALSE,TRUE,FALSE,"20563/18442/18186/19664/16009/68813/238130/14673/67771/19241/67299/14870/24088/14739/319757/238871/23789/11792/18214/16971/57342/11421/18791/208727/21898/108058/18024/14869/20779/13078/50706/71785/14083/16416/18596/22433/18844/57320",-0.7293782290653,2.33113679877791,-3.06051502784321,0.7293782290653,2.33113679877791,3.06051502784321,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0009100","glycoprotein metabolic process","either",0.05,"shared negative",-0.725934655634437,0.725934655634437,-0.885971021106873,-1.61190567674131,0.903394658018329,0.00857707355684996,"50917/93840/14733/15586/27403/20454/74241/76051/93683/68563/27419/76483/218989/74498/29858/170789/330671/15442/98388/12387/233824/15531/20446/380959/76457/230815/233781/14042/78754/56321/171212/72043/13617/83398/57783/19324/109901/223774/50935/233552/12814/76025/328572/217119/27029/271786/58250/17309/11600/239337/26877/230145/170441/50786/16431","50935/80294/13039/52463/26433/13200/208624/53374/268880/110006/18553/57783/93840/11305/103963/50917/68304/110173/20443/214133/432486/14733/11977/26879/66629/103534/29858/54616/20454/21664/108153/20442/68563/328370/70551/74498/17156/15442/75847/212898/67943/16430/15531/140481/102580/93683/235534/15586/171212/19288/13478/269941/328572/338362/19324/60322/20441/12814/56321/73836/11881/15476/233824/217119/50760/27029/233781/330671/216395/240725/76457/244745/223774/66059/23908/12387/380959/117148/218989/20440/67547/14042/50786/233552/109901/12167/26877/76025/98388/11600/271786/17309/58250/83398/72043/170441/239337/13617/16431","GO:0009100","GO:0009100","GO:0009100","glycoprotein metabolic process","glycoprotein metabolic process","glycoprotein metabolic process",1.51971875071352,0.0180941383678868,1.74246209290846,-2.06666086540363,-0.0441224818508051,TRUE,TRUE,FALSE,"243853/53618/18553/19288/244745/66059/16453/268880/66248/234356/12167/234407/72050/68273/83398/381694/54616/13478/52120/12499/17158/224143/140484/20443/102580/109901/97440/108155/70551/381903/74653/217734/97884/217664/59287/195646/328370/20444/68304/53614/54128/18795/14043/27029/14733/59007/218989/239337/13039/20442/215015/27419/50762/76898/57357/17160/66357/14376/50917/73068/15442/80286/320438/110006/14426/15931/76483/72136/56321/231050/19164/232313/117592/14538/216395/76025/72043/100910/57783/11600/11881/15476/73836/319901/12814/208211/15251/14345/69080/14042/212996/331026/233781/20448/70827/70484/239528/140481/17308/21982/12156/14241/12091/50786/14423/59031/22235/14425/57377/53627/13617/13618/75847/171212/72297/15932/15531/246179/11593/380959/16432/212898/20652/240725/233733/66789",-0.725934655634437,2.40568977182039,-3.13162442745483,0.725934655634437,2.40568977182039,3.13162442745483,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0033209","tumor necrosis factor-mediated signaling pathway","either",0.05,"shared positive",0.724690561087824,0.724690561087824,0.941288815026066,1.66597937611389,0.807433614556199,0.0461444508032432,"14063/21873/19241/19053/252870/12675/11746/19697/18033/74256/66626/16452/319190/211550/11798/68441/17948/11487/21934/103213/230598","14063/17948/17952/21873/21934/19053/263876/19697/240518/12675/268749/16150/74256/22034/52440/11746/99311/71609/21353/319190/252870","GO:0033209","GO:0033209","GO:0033209","tumor necrosis factor-mediated signaling pathway","tumor necrosis factor-mediated signaling pathway","tumor necrosis factor-mediated signaling pathway",-0.81461956263805,0.942361051876308,-0.0257826717343353,1.33588051848278,0.0928931742811856,FALSE,TRUE,FALSE,"22034/14102/18035/193740/59004/211550/217356/21873/15511",0.724690561087824,-1.75590837766412,2.48059893875194,0.724690561087824,1.75590837766412,2.48059893875194,"KD opposite"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0043931","ossification involved in bone maturation","either",0.05,"shared negative",-0.71241385246793,0.71241385246793,-1.27101852886001,-1.98343238132794,0.595322171759247,0.0102746193649765,"71982/13595/108153/76566/18605/105722/235611/237928/233781/21827/20190/14042/233651/239337","108153/13595/329628/233651/20190/21827/235611/237928/233781/76566/105722/14042/18605/239337","GO:0043931","GO:0043931","GO:0043931","ossification involved in bone maturation","ossification involved in bone maturation","ossification involved in bone maturation",1.02450393693396,0.714832969615578,0.145795425120072,-1.98823425808959,-0.225247942589547,FALSE,TRUE,FALSE,"23892/21827/239337/329628/235611/71982/14042/233781/12156/11474",-0.71241385246793,2.29552246579397,-3.0079363182619,0.71241385246793,2.29552246579397,3.0079363182619,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0009101","glycoprotein biosynthetic process","either",0.05,"shared negative",-0.694728292983962,0.694728292983962,-0.855877730809118,-1.55060602379308,0.921393147948142,0.0255556918266511,"93840/27403/20454/74241/76051/93683/68563/76483/218989/74498/29858/170789/330671/98388/12387/233824/15531/20446/380959/76457/230815/233781/14042/78754/56321/171212/83398/57783/223774/50935/233552/76025/328572/217119/271786/58250/17309/11600/26877/230145/170441/50786/16431","50935/80294/52463/26433/13200/208624/53374/268880/57783/93840/11305/103963/68304/20443/214133/432486/11977/26879/66629/103534/29858/54616/20454/21664/20442/68563/328370/70551/74498/75847/212898/67943/16430/15531/140481/102580/93683/235534/171212/13478/269941/328572/338362/60322/20441/56321/73836/15476/233824/217119/233781/330671/216395/76457/244745/223774/66059/23908/12387/380959/117148/218989/20440/67547/14042/50786/233552/12167/26877/76025/98388/11600/271786/17309/58250/83398/170441/16431","GO:0009101","GO:0009101","GO:0009101","glycoprotein biosynthetic process","glycoprotein biosynthetic process","glycoprotein biosynthetic process",1.41401304992545,0.0897502144808515,1.04696450489183,-1.59251235761893,-0.0355550217549005,FALSE,TRUE,FALSE,"243853/53618/244745/66059/16453/268880/66248/234356/12167/234407/72050/68273/83398/381694/54616/13478/12499/17158/224143/140484/20443/102580/97440/108155/70551/381903/74653/217734/97884/217664/59287/195646/328370/20444/68304/53614/54128/18795/14043/218989/20442/215015/76898/57357/66357/14376/73068/80286/320438/14426/76483/72136/56321/231050/19164/232313/117592/14538/216395/76025/100910/57783/11600/15476/73836/208211/14345/69080/14042/212996/331026/233781/20448/70827/70484/239528/140481/17308/21982/14241/50786/14423/59031/22235/14425/57377/75847/171212/72297/15531/246179/380959/16432/212898/20652/233733/66789",-0.694728292983962,2.26989078073457,-2.96461907371853,0.694728292983962,2.26989078073457,2.96461907371853,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0002024","diet induced thermogenesis","either",0.05,"shared negative",-0.69380707507467,0.69380707507467,-1.04414609834838,-1.73795317342305,0.746126230457441,0.0457932624837093,"71111/20660","216190/71111/20660","GO:0002024","GO:0002024","GO:0002024","diet induced thermogenesis","diet induced thermogenesis","diet induced thermogenesis",-0.860745053773605,0.81289000519414,-0.0899682162374743,-1.33919841460292,-0.127187691892615,FALSE,TRUE,FALSE,"224796/22227",-0.69380707507467,0.183401044574775,-0.877208119649445,0.69380707507467,0.183401044574775,0.877208119649445,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0030282","bone mineralization","either",0.05,"shared negative",-0.66558605595601,0.66558605595601,-1.2952063554796,-1.96079241143561,0.495766757909479,0.00071607964973577,"76566/68667/17127/211401/18605/22337/23967/105722/13609/11911/76737/110789/14183/17260/235439/22410/237928/102657/20750/17313/20181/18032/231633/14119/18214/17966/12833/16948/18439/11732/21847/12006/215798/13601/12843/80752/20682","77583/237928/22160/23967/16998/106522/14758/102657/20682/16948/76566/105722/18214/231633/17260/18439/76737/12167/21847/20750/12833/11732/18605/12006/13609/80752/215798/12843/13601/17313","GO:0030282","GO:0030282","GO:0030282","bone mineralization","bone mineralization","bone mineralization",1.34498343095385,0.221531683100992,0.654564152908489,-3.14503866831107,-0.304722596851131,FALSE,TRUE,FALSE,"14119/100038882/12843/22337/20750/11732/243853/12833/14609/23892/94249/17313/12167/19225/16998/16948/19242/20516/13601/18214/20182/80752",-0.66558605595601,2.64018978643345,-3.30577584238946,0.66558605595601,2.64018978643345,3.30577584238946,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0030502","negative regulation of bone mineralization","either",0.05,"shared negative",-0.66072658029768,0.66072658029768,-1.21888008440998,-1.87960666470766,0.636510040400422,0.0384594558925971,"13601/20682","16998/20682/76566/18605/13601","GO:0030502","GO:0030502","GO:0030502","negative regulation of bone mineralization","negative regulation of bone mineralization","negative regulation of bone mineralization",1.08206856491329,0.682146344055312,0.166122444115272,-1.41499686426067,-0.196194741333016,FALSE,TRUE,FALSE,"23892/16998/13601/68667/15251",-0.66072658029768,2.30094864932327,-2.96167522962095,0.66072658029768,2.30094864932327,2.96167522962095,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0006694","steroid biosynthetic process","either",0.05,"shared negative",-0.65724057678166,0.65724057678166,-1.10562148209548,-1.76286205887714,0.671115414475004,0.0172941082508342,"208715/14815/13360/16211/100198/231070/170459/17855/56316/18194/110460/114664/14137/29817/223455/14149/217166/192970/12257/20775/19014/59045/18984/13653/105787/20787/20788/11541/234564/20613/13132/105387/109754/13123","192970/74754/18514/170459/13360/14381/14815/13595/56316/58520/13653/100198/235293/19014/15490/15357/192156/20787/16987/11541/13121/231070/105787/110460/223455/217166/12257/17855/14137/68603/110196/20788/208715/12167/13132/20613/18984/234564/105387/18194/20775/13123/109754","GO:0006694","GO:0006694","GO:0006694","steroid biosynthetic process","steroid biosynthetic process","steroid biosynthetic process",0.98835420261537,0.759683118302202,0.119367524391635,-1.76210182692667,-0.173202786001835,FALSE,TRUE,FALSE,"29817/56453/56348/106529/14381/72017/20787/12167/12257/11651/235623/18194/68917/231474/110196/100198/244373/58520/17855/18514/109754/56316",-0.65724057678166,2.09397568471085,-2.75121626149251,0.65724057678166,2.09397568471085,2.75121626149251,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0045669","positive regulation of osteoblast differentiation","either",0.05,"shared negative",-0.637374779955,0.637374779955,-1.27570424409579,-1.91307902405079,0.554967666078777,0.0064404465158732,"12387/12608/17260/22410/102657/22422/320799/231633/14119/18214/12606/14362/68713/22402/68588/20666/80752","14173/12609/320799/16905/114249/242253/17129/14119/218952/268935/22410/16195/19055/102657/12387/12606/18214/231633/17260/12167/68713/14362/68588/22402/80752/20666","GO:0045669","GO:0045669","GO:0045669","positive regulation of osteoblast differentiation","positive regulation of osteoblast differentiation","positive regulation of osteoblast differentiation",1.15139894210809,0.573258327403569,0.241649627798807,-2.19108402197909,-0.2557323193145,FALSE,TRUE,FALSE,"14119/15951/14362/71974/12167/12609/22601/18214/80752/68713/231633/114249/268935/22339",-0.637374779955,2.42710318620388,-3.06447796615888,0.637374779955,2.42710318620388,3.06447796615888,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0001502","cartilage condensation","either",0.05,"shared negative",-0.63513477636797,0.63513477636797,-1.25257581436819,-1.88771059073616,0.632559821258384,0.0339974816855872,"12814/21833/20682","12814/21808/240725/20682/12167/20678/21833","GO:0001502","GO:0001502","GO:0001502","cartilage condensation","cartilage condensation","cartilage condensation",-0.735912878555453,0.923745977010309,-0.0344474399811807,-1.4685532515036,-0.198898396928571,FALSE,TRUE,FALSE,"14219/26564/21808",-0.63513477636797,0.516662935812737,-1.15179771218071,0.63513477636797,0.516662935812737,1.15179771218071,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0098743","cell aggregation","either",0.05,"shared negative",-0.63513477636797,0.63513477636797,-1.25257581436819,-1.88771059073616,0.632559821258384,0.0339974816855872,"12814/21833/20682","12814/21808/240725/20682/12167/20678/21833","GO:0098743","GO:0098743","GO:0098743","cell aggregation","cell aggregation","cell aggregation",-0.735912878555453,0.923745977010309,-0.0344474399811807,-1.4685532515036,-0.198898396928571,FALSE,TRUE,FALSE,"14219/26564/21808",-0.63513477636797,0.516662935812737,-1.15179771218071,0.63513477636797,0.516662935812737,1.15179771218071,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0010804","negative regulation of tumor necrosis factor-mediated signaling pathway","either",0.05,"shared positive",0.61874371202717,0.61874371202717,1.45988834004587,2.07863205207304,0.498400438266165,0.0064404465158732,"14063/21873/19053/11746/319190/11798/17948/240518","14063/17948/17952/21873/19053/240518/52440/11746/21353/319190","GO:0010804","GO:0010804","GO:0010804","negative regulation of tumor necrosis factor-mediated signaling pathway","negative regulation of tumor necrosis factor-mediated signaling pathway","negative regulation of tumor necrosis factor-mediated signaling pathway",-1.08621046171863,0.674097563301702,-0.171277242727011,2.19108402197909,0.302421584453836,FALSE,TRUE,FALSE,"21353/67338/14063/52440/59004/21873",0.61874371202717,-2.5460988017645,3.16484251379167,0.61874371202717,2.5460988017645,3.16484251379167,"KD opposite"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0001974","blood vessel remodeling","either",0.05,"shared negative",-0.6044450554022,0.6044450554022,-1.19417739998103,-1.79862245538323,0.607571236323211,0.0339974816855872,"17260/12411/21817/14042/11548/13617/12111/11622/109934/26365/13819","21808/72780/11548/17986/21817/78688/14042/17260/16878/11622/12111/109934/26365/13617/13819","GO:0001974","GO:0001974","GO:0001974","blood vessel remodeling","blood vessel remodeling","blood vessel remodeling",1.30316916549166,0.410337418210048,0.386858878399428,-1.4685532515036,-0.216402794720048,FALSE,TRUE,FALSE,"12111/14609/66923/19664/21814/26362/192176/16971/69660/22339/16878/12028/78688/14042/26365/230103/11548/13617/13819",-0.6044450554022,2.49734656547269,-3.10179162087489,0.6044450554022,2.49734656547269,3.10179162087489,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0048846","axon extension involved in axon guidance","either",0.05,"shared negative",-0.59126551139443,0.59126551139443,-1.37347903197123,-1.96474454336566,0.52356968428397,0.0149325573359564,"20563/20356/22418/20315/20346/20564/18846","20187/18186/20563/20356/11658/18846/20564/22418/20315","GO:0048846","GO:0048846","GO:0048846","axon extension involved in axon guidance","axon extension involved in axon guidance","axon extension involved in axon guidance",2.08560829267467,0.0106623115539623,1.97214863149125,-1.82586580903415,-0.281025507899255,TRUE,TRUE,FALSE,"20563/20564/18846/20356/11658/20346/18186/319757/20315/269878",-0.59126551139443,3.4590873246459,-4.05035283604033,0.59126551139443,3.4590873246459,4.05035283604033,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0034764","positive regulation of transmembrane transport","either",0.05,"shared negative",-0.57286743181353,0.57286743181353,-1.08280623358124,-1.65567366539477,0.679411929118453,0.0295859919555235,"75909/76854/71111/381812/238161/67389/13617/20614/94045/68073/216739/76686/18439/11838/15165/20312/14168/19274/217154/109676","16518/18301/11735/109552/19058/17295/242669/11840/381812/76686/75909/53416/238161/21838/19055/20266/94045/12266/67389/12293/68073/218397/54375/237542/105722/71111/19274/18439/216739/217154/14467/15165/80982/11636/11838/14168/20312/13617/109676","GO:0034764","GO:0034764","GO:0034764","positive regulation of transmembrane transport","positive regulation of transmembrane transport","positive regulation of transmembrane transport",-1.19568635357056,0.388710155605588,-0.410374112659572,-1.52891386517054,-0.167866832054104,FALSE,TRUE,FALSE,"11754/19091/245537/12389/22063/16573/76055/13614/20866/14062/17258/11596/18607/16511/83814/19274/105722/11977/58887/69847/18124/26941/384783/18712/11931/16367/77574/12724/12159/217154/215748/20617/234779",-0.57286743181353,-0.11288011998932,-0.45998731182421,0.57286743181353,0.11288011998932,0.45998731182421,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0070167","regulation of biomineral tissue development","either",0.05,"shared negative",-0.57146861289432,0.57146861289432,-1.48924369172015,-2.06071230461447,0.278634807677965,0.000333643241666024,"76566/68667/17127/18605/22337/23967/105722/21803/13609/11911/110789/12608/17260/22410/237928/102657/17313/20181/231633/14119/18214/20535/17966/57810/18439/11732/215798/13601/18128/80752/20682","22410/77583/237928/22160/23967/16998/106522/14758/102657/20682/20535/76566/105722/18214/231633/17260/18439/18128/12167/11732/18605/13609/80752/215798/13601/17313","GO:0070167","GO:0070167","GO:0070167","regulation of biomineral tissue development","regulation of biomineral tissue development","regulation of biomineral tissue development",1.34405126985366,0.366530208921513,0.435890225586962,-3.47671766786665,-0.55496463149347,FALSE,TRUE,FALSE,"14119/100038882/22337/11732/14609/23892/17313/12167/16998/57810/19242/20516/13601/18214/20182/80752/215798/231633",-0.57146861289432,2.83329496157381,-3.40476357446813,0.57146861289432,2.83329496157381,3.40476357446813,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0002062","chondrocyte differentiation","either",0.05,"shared negative",-0.56283630988316,0.56283630988316,-1.59537498118883,-2.15821129107199,0.177590894182131,4.28197626125919e-05,"23967/12399/21803/20289/19092/12387/15530/20678/14633/17260/13521/70235/22410/14042/18133/72043/18984/83925/12825/12814/14182/58250/22402/19411/94352/12006/18750/13601/239337/210719/20682/216616","14182/269941/94352/12814/22410/12399/23967/12406/16998/106522/240725/83925/20289/20682/19092/76566/12387/12825/14042/17260/19411/12167/20678/18984/18133/18750/210719/21810/12006/58250/22402/72043/239337/13601","GO:0002062","GO:0002062","GO:0002062","chondrocyte differentiation","chondrocyte differentiation","chondrocyte differentiation",0.851387250093507,0.901153494321774,0.0452012289328688,-4.36835574470919,-0.750579306056497,FALSE,TRUE,FALSE,"19092/214855/11603/23892/12825/12167/15364/16998/20340/12394/13601/21810/239337/19645/110006/94352/72043/21813/102607/14633/12814/240396/14042/12156/12406/216616/230103/14425/21803",-0.56283630988316,2.44676223128234,-3.0095985411655,0.56283630988316,2.44676223128234,3.0095985411655,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0060004","reflex","either",0.05,"shared negative",-0.55753953836939,0.55753953836939,-1.32408206642602,-1.88162160479541,0.571106946126946,0.037259561952724,"319974/18858","239250/18858/14658/319974","GO:0060004","GO:0060004","GO:0060004","reflex","reflex","reflex",1.05689766168902,0.698405036159118,0.15589263761831,-1.42876225525387,-0.24328255766703,FALSE,TRUE,FALSE,"14609/12286",-0.55753953836939,2.38097972811504,-2.93851926648443,0.55753953836939,2.38097972811504,2.93851926648443,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:1904064","positive regulation of cation transmembrane transport","either",0.05,"shared negative",-0.55580683586967,0.55580683586967,-1.17992135896023,-1.7357281948299,0.607185642406471,0.0263880055314858,"76854/71111/381812/238161/13617/20614/94045/68073/18439/15165/20312/14168/217154/109676","19056/116873/76854/16534/19057/12028/14381/12389/16518/18301/11735/109552/19058/11840/381812/53416/238161/21838/19055/20266/94045/12293/68073/105722/71111/18439/217154/14467/15165/80982/14168/20312/13617/109676","GO:1904064","GO:1904064","GO:1904064","positive regulation of cation transmembrane transport","positive regulation of cation transmembrane transport","positive regulation of cation transmembrane transport",-1.12222218212532,0.570869458108506,-0.24346319141223,-1.57859343355424,-0.21667850637701,FALSE,TRUE,FALSE,"19091/12389/22063/16573/76055/13614/20866/14062/11596/18607/16511/83814/105722/69847/11931/12159/217154/215748/20617/234779",-0.55580683586967,0.05769917683491,-0.61350601270458,0.55580683586967,0.05769917683491,0.61350601270458,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0060348","bone development","either",0.05,"shared negative",-0.54566764494757,0.54566764494757,-1.44230447635047,-1.98797212129804,0.210361142515509,1.96059906796713e-05,"105722/21803/97086/76737/20289/67661/26399/15530/14183/17260/216892/70235/235611/12411/237928/21817/18129/233781/21827/20190/66910/18472/14042/212627/59056/233016/233651/242509/15117/18032/72043/22059/231633/18984/18214/20481/94045/12111/20692/56208/14534/12825/12833/268396/68964/16948/22402/17937/19411/12842/19401/72055/21859/12006/13601/239337/80752/20682","108153/13595/212627/17300/56316/27973/12411/329628/59035/17129/233328/233651/216892/102866/269941/66910/229644/56208/23876/20190/59056/18129/21827/235611/14534/77583/237928/22160/233781/233016/12406/16998/55994/19094/231070/240725/20289/21817/94045/20682/17937/16948/76566/20692/54635/105722/97086/68964/268396/12825/18214/72055/231633/14042/17260/19411/76737/12167/18984/12842/16878/12833/12111/18605/12006/22402/80752/72043/15117/21859/239337/13601","GO:0060348","GO:0060348","GO:0060348","bone development","bone development","bone development",1.57892321270304,0.018119436594263,1.7418553104013,-4.70761120815366,-0.677034479107708,TRUE,TRUE,FALSE,"20692/12842/12111/23876/14118/12833/17937/21859/14609/22059/17387/23892/59056/12825/234356/67661/12167/16998/21827/18634/69190/20340/16948/20855/13601/18214/242509/269878/80752/14043/268396/108958/72055/239337/19035/59035/18472/270106/231633/56316/233328/212627/110006/21898/14534/17386/23850/18081/18295/20481/16878/108655/12306/72043/20779/329628/15485/21813/235611/223332",-0.54566764494757,3.02122768905351,-3.56689533400108,0.54566764494757,3.02122768905351,3.56689533400108,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0030278","regulation of ossification","either",0.05,"shared negative",-0.54092985703326,0.54092985703326,-1.56316971793151,-2.10409957496477,0.174595654431293,6.04774124731163e-05,"57259/76566/68667/17127/18605/22337/23967/105722/21803/13609/110789/71175/17260/76457/22410/237928/102657/17313/18133/22418/20181/26427/231633/14119/18214/84035/17966/228357/75788/17130/18439/11732/20666/215798/13601/210719/18128/80752/20682","14119/11479/269941/75788/84035/22410/26417/77583/237928/22160/23967/16998/106522/14758/76457/102657/20682/18442/76566/105722/17130/18214/231633/17260/12977/18439/18128/12167/22418/18133/26427/210719/11732/18605/13609/80752/20666/215798/13601/17313","GO:0030278","GO:0030278","GO:0030278","regulation of ossification","regulation of ossification","regulation of ossification",1.22807008209522,0.424703207820901,0.37191445873229,-4.21840679840445,-0.757966569794231,FALSE,TRUE,FALSE,"14119/100038882/22337/11732/18442/14609/19664/23892/17313/12167/16998/12977/19242/75788/20516/13601/18214/20182/80752/58185/215798/18514/231633",-0.54092985703326,2.79123980002673,-3.33216965705999,0.54092985703326,2.79123980002673,3.33216965705999,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0097529","myeloid leukocyte migration","either",0.05,"shared negative",-0.53996552138123,0.53996552138123,-1.13335920532747,-1.6733247267087,0.632394489266886,0.0153448652275932,"20304/23790/18605/217835/18591/15235/22341/16149/105722/12261/118453/171095/268373/17470/100952/20750/102103/24067/68279/18133/109700/17965/19271/13617/20315/83964/20851/445007/227541/20306/17395/21930/20307/18750/27226/109934/20312/19261/14254/20296","171095/16177/171486/12261/20563/14083/26417/68279/21808/21930/193385/20851/16952/13731/83433/17470/12520/17395/18787/105722/445007/109700/12977/100952/20315/18133/17965/20750/18750/27226/18605/109934/14254/20307/20296/19261/20312/13617/20306","GO:0097529","GO:0097529","GO:0097529","myeloid leukocyte migration","myeloid leukocyte migration","myeloid leukocyte migration",1.27781975413402,0.366592789598109,0.435816081295649,-1.81403692158013,-0.199011923198099,FALSE,TRUE,FALSE,"20563/13731/20750/27226/16423/26903/16177/17387/23892/18438/20312/171095/22388/12977/20085/238871/16952/20254/68585/18578/266632/20315/18795/268373/19035/215999/117149/17874/11820/18081/20306/26417/74006/22339",-0.53996552138123,2.41117895946149,-2.95114448084272,0.53996552138123,2.41117895946149,2.95114448084272,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0006029","proteoglycan metabolic process","either",0.05,"shared negative",-0.53557655555622,0.53557655555622,-1.62489323890366,-2.16046979445988,0.174667403995282,6.04774124731163e-05,"212898/100910/338362/108153/59031/50917/93840/14733/15586/74241/93683/27419/330671/15442/98388/12387/15531/230815/233781/14042/72043/13617/83398/12814/76025/217119/27029/58250/11600/239337/170441/50786","93840/50917/14733/54616/108153/15442/212898/15531/93683/235534/15586/269941/338362/60322/12814/73836/11881/15476/217119/27029/233781/330671/240725/23908/12387/14042/50786/12167/76025/98388/11600/58250/83398/72043/170441/239337/13617","GO:0006029","GO:0006029","GO:0006029","proteoglycan metabolic process","proteoglycan metabolic process","proteoglycan metabolic process",1.4836382518175,0.133017599695947,0.876090893279875,-4.21840679840445,-0.757788134432082,FALSE,TRUE,FALSE,"234356/12167/83398/54616/52120/195646/14043/27029/14733/239337/215015/27419/76898/50917/15442/110006/15931/72136/117592/76025/72043/100910/11600/11881/15476/73836/319901/12814/14042/233781/70484/12156/14241/12091/50786/59031/22235/14425/13617/13618/15932/15531/212898/240725",-0.53557655555622,3.10853149072116,-3.64410804627738,0.53557655555622,3.10853149072116,3.64410804627738,"mixed or incomplete"
