"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","Reactome","ABC transporters in lipid homeostasis","ABC transporters in lipid homeostasis","either",0.05,"shared negative",-1.11484978662967,1.11484978662967,-0.840706532331312,-1.95555631896098,0.955449570438204,0.0101497891125024,"27403/217265/192663","215/64241/64137/10350/23461/5825/10347/21/225/20","R-HSA-1369062","R-MMU-1369062","ABC transporters in lipid homeostasis","ABC transporters in lipid homeostasis",-1.99354298122151,-0.0197922304911118,TRUE,FALSE,-1.11484978662967,1.11484978662967,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","UCH proteinases","UCH proteinases","either",0.05,"shared negative",-1.10048270203206,1.10048270203206,-0.723133371566989,-1.82361607359905,1,0.00175138850352864,"69714/22186/110962/23997/75302/18002/15161/57296/56207/22190/218214/235134/227195","5690/10213/10445/5719/5685/8332/5684/5718/54891/8473/9958/11047/7979/8331/5694/8338/5717/5689/5701/5686/8329/5709/5691/5707/92815","R-HSA-5689603","R-MMU-5689603","UCH proteinases","UCH proteinases",-2.75661750541655,0,TRUE,FALSE,-1.10048270203206,1.10048270203206,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Signaling by NTRK1 (TRKA)","Signaling by NTRK1 (TRKA)","either",0.05,"shared negative",-1.06747405783519,1.06747405783519,-1.00374686597563,-2.07122092381082,0.823963265696,1.48943593905521e-05,"77480/72349/12912/319520/20807/12928/107932/18049/21770/74769/384783/67300/12929/16367","3667/5604/6197/4205/160/5291/673/6446/1211/1960/5528/4664/3265/5518/1108/2889/4665/4209/6722/6457/3726/5906/3398/5900/6938/161/6774/1020/1398/5519/1386/6236/6714/10126/5295/466/5290/2033/1759/1213/5515/5595/9252","R-HSA-187037","R-MMU-187037","Signaling by NTRK1 (TRKA)","Signaling by NTRK1 (TRKA)",-4.82697817114187,-0.0840921497848523,TRUE,FALSE,-1.06747405783519,1.06747405783519,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","TCR signaling","TCR signaling","either",0.05,"shared negative",-1.06287364696536,1.06287364696536,-0.986568991306149,-2.04944263827151,0.835442314600137,5.14435439042575e-05,"93765/19271/240354/57296/22190/18607/22034/94212/18035/74769/234779","5692/7535/2533/84433/5687/23118/5704/7334/5291/4792/1147/4690/5690/10213/5719/5685/5684/26191/5718/5058/11047/7321/8454/7979/7322/5694/5717/5689/5701/4790/5295/5686/5709/5290/3127/5691/5707/5728","R-HSA-202403","R-MMU-202403","TCR signaling","TCR signaling",-4.28866912085661,-0.0780835317858316,TRUE,FALSE,-1.06287364696536,1.06287364696536,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Disassembly of the destruction complex and recruitment of AXIN to the membrane","Disassembly of the destruction complex and recruitment of AXIN to the membrane","either",0.05,"shared negative",-1.05546347897203,1.05546347897203,-1.03061557915045,-2.08607905812248,0.785948165824963,0.000590863772937463,"212398/12389/16973/21770/26932/14367","5528/5518/139285/8321/1455/324/7855/5526/5519/5515/1499/4040/5525","R-HSA-4641262","R-MMU-4641262","Disassembly of the destruction complex and recruitment of AXIN to the membrane","Disassembly of the destruction complex and recruitment of AXIN to the membrane",-3.22851263668417,-0.104606095230947,TRUE,FALSE,-1.05546347897203,1.05546347897203,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Respiratory electron transport","Respiratory electron transport","either",0.05,"shared positive",1.05223582463559,1.05223582463559,0.904587844566969,1.95682366920256,0.944378179445617,3.79446846645772e-05,"67863/52469/380840/67273/66218/12862/110842/66459/22273/225887/72900/67130/66416/70316/75406/108755/66445/67388/76826/75530/231430/68349/110826/67899/229211/68194/20930/210582/17448/66706/66377/20463/72795/66091/66272/17991/17995/67044/100900/50799/66343/208501/67003/14718/226139/76916/67184/68342/66142/68267","4514/4513/4538/4512/4535/4519/4540/5018/55744/54205/4698/55101/4710/51300/1349/4537/4694/57226/7388/1345/4725/25994/90639/27089/4711/4536/1347/284184/6341/1337/126328/57128/55863/90624/29090/51204/90871/1353/4717/4709/7386/4731/28976/4726/125965/790955/6391/119559/4704/4707/285521/55245/2395/51079/25915/137682/80219/10975/4716","R-HSA-611105","R-MMU-611105","Respiratory electron transport","Respiratory electron transport",4.42084905198244,0.0248540561717107,TRUE,FALSE,1.05223582463559,1.05223582463559,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Degradation of CRY and PER proteins","Degradation of CRY and PER proteins","either",0.05,"shared negative",-1.0458374068061,1.0458374068061,-1.03689520939052,-2.08273261619662,0.782577614379085,0.000313674037601297,"57296/22190/18628/18627/18626","5690/10213/5719/5685/5684/5718/5187/11047/7321/8454/7979/5694/5717/5689/5701/9978/5686/5709/5691/5707","R-HSA-9932298","R-MMU-9932298","Degradation of CRY and PER proteins","Degradation of CRY and PER proteins",-3.50352142581326,-0.1064725792448,TRUE,FALSE,-1.0458374068061,1.0458374068061,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","ISG15 antiviral mechanism","ISG15 antiviral mechanism","either",0.05,"shared positive",-1.03657356377441,1.03657356377441,1.95592877347535,0.919355209700936,0.0112087040176715,0.768569697887484,"24110/100038882/230073/74153/17999/13681/19106/13690/230861/217069/56791/26987/208643/26417","10762/9883/55746/5610/23636/11097/348995/3838/6233/7706/9636/23225/57122/3661/6772/51191","R-HSA-1169408","R-MMU-1169408","ISG15 antiviral mechanism","ISG15 antiviral mechanism",0.114316742301647,1.950444598869,FALSE,TRUE,-1.03657356377441,1.03657356377441,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","APC/C:Cdc20 mediated degradation of mitotic proteins","APC/C:Cdc20 mediated degradation of mitotic proteins","either",0.05,"shared negative",-1.02979061632283,1.02979061632283,-0.811001322161878,-1.84079193848471,1,0.00634092698377618,"107995/12237/57296/22190/268697/12534/12428/18005/12236","5690/10213/5719/5685/5684/10393/5718/8881/51433/11047/64682/7321/29882/7979/5694/5717/5689/5701/5686/5709/5691/29945/5707","R-HSA-176409","R-MMU-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","APC/C:Cdc20 mediated degradation of mitotic proteins",-2.197847247716,0,TRUE,FALSE,-1.02979061632283,1.02979061632283,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Extracellular matrix organization","Extracellular matrix organization","either",0.05,"shared positive",-1.00798212190268,1.00798212190268,2.2833353024561,1.27535318055342,9.7e-08,0.119283255677347,"11475/14119/16775/12843/14789/12111/20750/23876/58859/12826/14118/12833/16423/12834/17150/11603/56693/21923/17385/58223/21857/107581/16949/18542/17387/17384/12380/11492/241226/12832/12825/12827/16950/234407/16419/12333/210530/216725/268977/13528/16998/15529/16403/13038/12816/18822/14268/17392/16948/56213/18214/12837/108075/69675/19035/13039/11461/11820/18073/24052/26432/14115/17386/12338/94352/16997/12339/23794/268935","1282/1294/5054/1284/1301/1293/3371/4237/8728/1292/7837/2201/7076/4017/83700/1291/375790/1514/1288/4312/682/7040/3676/3912/3910/9672/4325/5578/8910/1306/3696/4038/3675/85301/22801/7057/1287/960/284217/4326/80781/1508/1299/3911/1295/655/6650/6443/1821/6641/3913/831/8754/3914/22795/1289/8425/3682/7077/3915/1298","R-HSA-1474244","R-MMU-1474244","Extracellular matrix organization","Extracellular matrix organization",0.923420515904736,7.01322826573375,FALSE,TRUE,-1.00798212190268,1.00798212190268,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","TCF dependent signaling in response to WNT","TCF dependent signaling in response to WNT","either",0.05,"shared negative",-0.99690584724152,0.99690584724152,-0.82878171674102,-1.82568756398254,1,0.000126935237209222,"77578/20674/16974/328572/21414/103573/140858/20682/75410/22186/12006/23997/56438/21951/212398/213464/13001/12389/17283/57296/16973/22190/59036/21770/26932/80288/67772/14367/21415","5687/8348/5704/4609/8344/54894/8368/3065/1487/8363/10524/607/5690/10213/5528/1460/5719/5685/5684/8341/4221/5518/7088/54361/653604/5718/8452/8295/139285/283149/8321/11047/9736/1455/7979/84661/6659/324/8331/7855/6657/5694/8338/7483/5717/6934/5689/5526/5519/5701/9978/5686/8395/5709/2033/6259/5691/5707/5515/1499/4040/80351/5525","R-HSA-201681","R-MMU-201681","TCF dependent signaling in response to WNT","TCF dependent signaling in response to WNT",-3.89641780106349,0,TRUE,FALSE,-0.99690584724152,0.99690584724152,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","either",0.05,"shared negative",-0.987935230702291,0.987935230702291,-0.822720072665259,-1.81065530336755,1,0.00458478945715486,"107995/12237/57296/22190/268697/12534/12428/18005/12236","5690/10213/5719/5685/5684/10393/5718/8881/51433/11047/64682/7321/29882/7979/5694/5717/5689/5701/5686/5709/5691/29945/5707","R-HSA-176814","R-MMU-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins",-2.33868060322086,0,TRUE,FALSE,-0.987935230702291,0.987935230702291,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Cytoprotection by HMOX1","Cytoprotection by HMOX1","either",0.05,"shared positive",0.945626302240065,0.945626302240065,0.713873777071005,1.65950007931107,1,0.0196568934774233,"17250/12862/14950/59035/21372/20602/229003/15183","4514/4513/4512/54205/1349/1345/7975/644/1387/1347/9612/1337/85441/5465/96764","R-HSA-9707564","R-MMU-9707564","Cytoprotection by HMOX1","Cytoprotection by HMOX1",1.70648511581289,0,TRUE,FALSE,0.945626302240065,0.945626302240065,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Role of phospholipids in phagocytosis","Role of phospholipids in phagocytosis","either",0.05,"shared negative",-0.94500339664419,0.94500339664419,-1.04225601322302,-1.98725940986721,0.790224032586558,0.0104821774209131,"74769/234779","5295/3710/5290/10768/8398/3708","R-HSA-2029485","R-MMU-2029485","Role of phospholipids in phagocytosis","Role of phospholipids in phagocytosis",-1.9795484937203,-0.102249766528761,TRUE,FALSE,-0.94500339664419,0.94500339664419,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","MAPK6/MAPK4 signaling","MAPK6/MAPK4 signaling","either",0.05,"shared negative",-0.944718891973724,0.944718891973724,-0.767551327268756,-1.71227021924248,1,0.00723782715958473,"545156/66413/19177/26443/56484/12445/18749/26442/235072/18747/218294/103573/22186/23997/17165/81489/15507/56458/57296/22190/12534/229776","5690/5568/10213/5719/5685/5684/5718/27327/5058/148170/11047/7979/5694/5717/5689/5701/2308/26523/5686/5709/5691/27161/5707/23112/8997","R-HSA-5687128","R-MMU-5687128","MAPK6/MAPK4 signaling","MAPK6/MAPK4 signaling",-2.14039179212238,0,TRUE,FALSE,-0.944718891973724,0.944718891973724,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","PIP3 activates AKT signaling","PIP3 activates AKT signaling","either",0.05,"shared negative",-0.9422998457014,0.9422998457014,-1.07550207785159,-2.01780192355299,0.654733424470267,1.39111696066894e-07,"19821/320207/12912/56458/13001/14056/14013/18720/98432/57296/107932/22190/18607/22034/14171/211323/21770/18590/26932/54170/14388/15370/241915/74769/384783/229542/73162/18710/16367/117150/56692/52187","389541/2249/3667/8649/84232/5687/5704/57459/80243/9219/5291/3065/79837/1147/6446/6045/3084/4254/5690/10213/5528/1107/1460/5719/5685/5684/5518/1108/5718/2255/27327/2534/2444/5159/8841/2931/3164/23239/11047/2260/11060/7979/5694/5717/4303/28956/253260/5689/5526/5519/5701/2099/1386/5931/10014/2308/6714/26523/5295/10670/5686/8395/5709/5290/64121/10273/55004/5691/27161/23512/5707/23112/5515/6615/9173/80351/5728/2263/5525/5595/5156/3082/4734/2252","R-HSA-1257604","R-MMU-1257604","PIP3 activates AKT signaling","PIP3 activates AKT signaling",-6.85663635438056,-0.183935487560568,TRUE,FALSE,-0.9422998457014,0.9422998457014,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Signaling by NTRKs","Signaling by NTRKs","either",0.05,"shared negative",-0.937350502359781,0.937350502359781,-0.934806319612919,-1.8721568219727,0.920862762968026,0.00011595517201485,"77480/18550/72349/12912/319520/20807/12928/107932/18049/21770/74769/384783/67300/12929/16367","3667/5604/6197/4205/1795/160/5291/673/6446/1211/1960/5528/4664/3265/581/5518/1108/2889/4665/2534/4209/6722/6457/3726/5802/5906/3398/5900/6938/161/6774/1020/1398/5519/1386/6236/6714/10126/5295/466/5290/2033/1759/1213/5515/5595/9252","R-HSA-166520","R-MMU-166520","Signaling by NTRKs","Signaling by NTRKs",-3.93570987550883,-0.0358050882903345,TRUE,FALSE,-0.937350502359781,0.937350502359781,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Mitochondrial ribosome-associated quality control","Mitochondrial ribosome-associated quality control","either",0.05,"shared positive",0.9238055023828,0.9238055023828,1.15019480694932,2.07400030933212,0.59719790779971,2.51392177621423e-05,"27397/69089/68537/67707/66047/68836/66407/69956/67840/27398/64659/121022/65111/56282/70316/107732/94062/66242/67212/118451/239555/67270/353242/69163/66230/19935/66448/27395/50529/18100/66258/56284/94066","5018/11222/64969/7818/23107/55173/90480/60488/51253/55037/64975/128308/51318/9553/740/65003/64963/6150/65080/54998/64983/79590/26284/57129/26589/91574/10573/6182/51021/78988/51264/64968/51263/64979/51116/65005/10240/115416/51250/54534/65993/55052/9801","R-HSA-9937383","R-MMU-9937383","Mitochondrial ribosome-associated quality control","Mitochondrial ribosome-associated quality control",4.59964824004984,0.22388172243501,TRUE,FALSE,0.9238055023828,0.9238055023828,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","HATs acetylate histones","HATs acetylate histones","either",0.05,"shared negative",-0.921825186535683,0.921825186535683,-0.956076529511547,-1.87790171604723,0.86433592851746,0.000263645588023694,"107435/140858/69612/217127/226976/15161/17977/78783/269424/228829/18505","8348/7862/9643/8344/51230/85235/10943/8368/26009/8363/284058/23522/10524/10445/8332/8341/653604/55167/8295/8473/11143/56970/6881/117143/56943/8331/10499/79960/339287/8338/23774/2648/1386/5931/5077/51147/8329/2033/8850/54934/92815","R-HSA-3214847","R-MMU-3214847","HATs acetylate histones","HATs acetylate histones",-3.57897949197142,-0.0633174339713826,TRUE,FALSE,-0.921825186535683,0.921825186535683,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Mitochondrial translation elongation","Mitochondrial translation elongation","either",0.05,"shared positive",0.91676153896571,0.91676153896571,1.09147323159413,2.00823477055984,0.685028248587571,3.63461033967609e-05,"27397/69089/68537/67707/66047/68836/66407/69956/67840/27398/64659/121022/65111/56282/107732/94062/66242/67212/118451/67270/353242/69163/66230/19935/66448/27395/50529/18100/66258/56284/94066","5018/11222/64969/7818/23107/55173/90480/60488/51253/55037/64975/128308/51318/9553/740/65003/64963/6150/65080/54998/64983/79590/26284/57129/7284/26589/10573/6182/51021/78988/51264/64968/51263/64979/51116/65005/10240/54534/65993/55052/9801/51373/51258/116540/28957/29074/64951/51649/64949","R-HSA-5389840","R-MMU-5389840","Mitochondrial translation elongation","Mitochondrial translation elongation",4.43954214227384,0.164291519087505,TRUE,FALSE,0.91676153896571,0.91676153896571,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","PCP/CE pathway","PCP/CE pathway","either",0.05,"shared negative",-0.912867299670139,0.912867299670139,-0.747704996544321,-1.66057229621446,1,0.0095254315297721,"14366/170758/26442/26563/11772/22186/23997/106042/216869/14369/208846/57296/22190/18752/74325/14367/67300","5690/10213/1211/5719/5685/5684/54361/5718/23002/8321/11047/50855/7979/7855/161/5694/5717/5689/5701/4920/8324/5686/5709/6259/5691/1213/5707","R-HSA-4086400","R-MMU-4086400","PCP/CE pathway","PCP/CE pathway",-2.02111534040262,0,TRUE,FALSE,-0.912867299670139,0.912867299670139,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Metabolism of water-soluble vitamins and cofactors","Metabolism of water-soluble vitamins and cofactors","either",0.05,"shared positive",-0.906720581823218,0.906720581823218,1.70706383469114,0.800343252867922,0.0126546713352531,0.940486070644464,"270685/192185/17768/14873/77697/226518/108037/20525/52710/107747/216188/17250/20509/66904/246703/67096/14104/107476/71743/78038/18113/72621/69225/109754/108156/66812/17850/69372/110821/105663/68646/20425/14287/73132/319945/23959/230125/110948/29807/69906/74450/109129/12494/52466/17769","4907/79581/1719/143/6515/3141/51293/8884/4548/55739/8566/55191/93100/54625/5826","R-HSA-196849","R-MMU-196849","Metabolism of water-soluble vitamins and cofactors","Metabolism of water-soluble vitamins and cofactors",0.0266476323167327,1.89774912977396,FALSE,TRUE,-0.906720581823218,0.906720581823218,"shared positive"
